route,location_id,year,month,hour,day_of_week,is_weekend,is_rush_hour,temp_celsius,humidity_pct,precipitation_mm,wind_speed_kmh,visibility_km,is_rainy,is_heavy_rain,is_cold,is_hot,low_visibility,high_wind,weather_intensity,dir_E,dir_N,dir_S,dir_UNKNOWN,dir_W,is_major_delay,is_gapped_operational,is_bunching_operational
7,44,2025,1,14,2,0,0,3.4,64.0,0.0,28.0,16.1,0,0,0,0,0,0,1.4,0,1,0,0,0,0,0,0
7,44,2025,1,18,5,1,1,-1.1,65.0,0.0,34.0,16.1,0,0,1,0,0,1,2.7,0,1,0,0,0,0,0,0
7,44,2025,2,16,5,1,1,-1.7,62.0,0.0,37.0,16.1,0,0,1,0,0,1,2.85,0,0,0,1,0,0,0,1
7,44,2025,7,14,6,1,0,27.6,50.0,0.0,24.0,16.1,0,0,0,1,0,0,1.2,0,0,1,0,0,0,0,0
7,44,2025,8,18,0,0,1,28.8,70.0,0.0,9.0,12.9,0,0,0,1,0,0,0.45,0,1,0,0,0,0,0,0
7,44,2025,8,14,1,0,0,27.8,81.0,0.0,22.0,16.1,0,0,0,1,0,0,1.1,0,1,0,0,0,1,1,0
7,44,2026,3,17,6,1,1,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,0
7,44,2026,4,16,3,0,1,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,1
7,46,2022,1,11,6,1,0,-7.9,64.0,0.0,24.0,16.1,0,0,1,0,0,0,2.2,0,0,1,0,0,0,0,0
7,46,2022,4,16,5,1,1,4.2,56.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,0,0,1,0,0,0
7,46,2022,5,17,4,0,1,11.2,57.0,0.0,34.0,16.1,0,0,0,0,0,1,1.7,0,1,0,0,0,1,1,0
7,46,2022,5,15,0,0,0,25.2,88.0,0.0,11.0,16.1,0,0,0,1,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2022,6,13,2,0,0,19.7,60.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,1,0,0,0,0,0,0
7,46,2022,7,13,1,0,0,27.1,73.0,0.0,17.0,16.1,0,0,0,1,0,0,0.85,0,1,0,0,0,0,0,0
7,46,2022,7,15,2,0,0,34.0,40.0,0.0,18.0,16.1,0,0,0,1,0,0,0.9,0,1,0,0,0,0,0,0
7,46,2022,7,13,3,0,0,28.8,48.0,0.0,39.0,16.1,0,0,0,1,0,1,1.95,0,0,1,0,0,0,0,0
7,46,2022,7,12,6,1,0,23.9,72.0,0.0,15.0,16.1,0,0,0,0,0,0,0.75,0,0,1,0,0,0,0,0
7,46,2022,8,7,1,0,1,20.1,75.0,0.0,30.0,16.1,0,0,0,0,0,0,1.5,0,0,1,0,0,0,0,1
7,46,2022,8,16,6,1,1,23.8,55.0,0.0,28.0,16.1,0,0,0,0,0,0,1.4,0,0,1,0,0,0,0,1
7,46,2022,8,22,2,0,0,20.2,82.0,0.0,4.0,16.1,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0
7,46,2022,8,19,5,1,0,24.2,85.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,0
7,46,2022,8,14,1,0,0,29.2,39.0,0.0,28.0,16.1,0,0,0,1,0,0,1.4,0,1,0,0,0,0,0,0
7,46,2022,10,13,2,0,0,17.4,69.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,0,1,0,0,0,0,0
7,46,2022,10,7,6,1,1,7.3,75.0,0.0,4.0,16.1,0,0,0,0,0,0,0.2,0,0,1,0,0,1,1,0
7,46,2022,10,13,4,0,0,12.2,60.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2022,10,11,5,1,0,14.1,58.0,0.0,9.0,16.1,0,0,0,0,0,0,0.45,0,1,0,0,0,0,0,0
7,46,2022,11,22,5,1,0,3.8,84.0,0.0,18.0,16.1,0,0,0,0,0,0,0.9,0,1,0,0,0,0,0,0
7,46,2022,11,8,2,0,1,0.1,86.0,0.0,11.0,9.7,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2022,11,20,2,0,0,1.8,76.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,0
7,46,2022,11,17,3,0,1,1.7,63.0,0.0,21.0,16.1,0,0,0,0,0,0,1.05,0,1,0,0,0,0,0,0
7,46,2022,11,17,5,1,1,7.2,80.0,0.0,26.0,16.1,0,0,0,0,0,0,1.3,0,0,1,0,0,0,0,0
7,46,2022,12,16,6,1,1,2.6,48.0,0.0,28.0,16.1,0,0,0,0,0,0,1.4,0,1,0,0,0,0,0,0
7,46,2022,12,21,2,0,0,-0.1,77.0,0.0,28.0,16.1,0,0,1,0,0,0,2.4,0,0,1,0,0,1,1,0
7,46,2022,12,19,3,0,0,4.0,85.0,0.0,30.0,16.1,0,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0
7,46,2023,1,14,4,0,0,4.3,77.0,0.0,24.0,16.1,0,0,0,0,0,0,1.2,0,0,1,0,0,0,0,0
7,46,2023,1,16,5,1,1,0.9,56.0,0.0,15.0,16.1,0,0,0,0,0,0,0.75,0,0,1,0,0,0,0,0
7,46,2023,4,21,5,1,0,7.3,95.0,0.2,11.0,16.1,1,0,0,0,0,0,1.65,0,0,1,0,0,0,0,0
7,46,2023,5,14,4,0,0,11.5,68.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,0,1,0,0,0,0,0
7,46,2023,5,15,5,1,0,15.9,54.0,0.0,9.0,16.1,0,0,0,0,0,0,0.45,0,1,0,0,0,0,0,1
7,46,2023,5,16,6,1,1,16.6,68.0,0.0,4.0,16.1,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0
7,46,2023,6,14,3,0,0,15.6,71.0,0.0,8.0,16.1,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0
7,46,2023,6,12,4,0,0,17.0,75.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,1,0,0,0,0,0
7,46,2023,6,15,4,0,0,18.6,85.0,0.0,9.0,16.1,0,0,0,0,0,0,0.45,0,0,1,0,0,0,0,0
7,46,2023,8,20,5,1,0,21.4,78.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,1,0,0,0,0,0,0
7,46,2023,8,16,0,0,1,20.0,73.0,0.0,8.0,16.1,0,0,0,0,0,0,0.4,0,1,0,0,0,0,0,0
7,46,2023,8,14,1,0,0,21.1,57.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2023,8,8,3,0,1,18.6,88.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,1,0,0,0,0,0,0
7,46,2023,9,11,1,0,0,24.6,84.0,0.0,11.0,14.5,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2023,9,16,4,0,1,19.2,76.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,0,1,0,0,0,0,0
7,46,2023,9,12,0,0,0,21.4,78.0,0.0,15.0,11.3,0,0,0,0,0,0,0.75,0,1,0,0,0,0,0,0
7,46,2023,10,20,2,0,0,20.0,93.0,0.0,5.0,12.9,0,0,0,0,0,0,0.25,0,1,0,0,0,0,0,0
7,46,2023,10,20,5,1,0,8.8,58.0,0.0,18.0,16.1,0,0,0,0,0,0,0.9,0,1,0,0,0,0,0,0
7,46,2023,11,8,0,0,1,5.3,87.0,0.0,8.0,16.1,0,0,0,0,0,0,0.4,0,1,0,0,0,1,0,0
7,46,2023,12,13,5,1,0,8.2,82.0,0.2,4.0,9.7,1,0,0,0,0,0,1.3,0,0,1,0,0,0,0,0
7,46,2023,12,22,4,0,0,3.9,93.0,0.0,11.0,14.5,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2024,1,10,4,0,0,1.4,81.0,0.0,32.0,16.1,0,0,0,0,0,1,1.6,0,0,1,0,0,0,0,1
7,46,2024,2,19,3,0,0,3.3,92.0,0.0,9.0,16.1,0,0,0,0,0,0,0.45,0,1,0,0,0,0,0,0
7,46,2024,2,17,3,0,1,-3.0,51.0,0.0,37.0,16.1,0,0,1,0,0,1,2.85,0,1,0,0,0,0,0,0
7,46,2024,4,21,4,0,0,7.4,60.0,0.0,34.0,16.1,0,0,0,0,0,1,1.7,0,1,0,0,0,0,0,0
7,46,2024,5,17,3,0,1,16.4,60.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,0,1,0,0,0,0,0
7,46,2024,5,22,0,0,0,14.2,40.0,0.0,15.0,16.1,0,0,0,0,0,0,0.75,0,1,0,0,0,0,0,0
7,46,2024,5,17,4,0,1,11.4,83.0,0.0,9.0,16.1,0,0,0,0,0,0,0.45,0,0,1,0,0,0,0,1
7,46,2024,5,9,5,1,1,12.1,76.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2024,5,13,6,1,0,15.8,92.0,0.0,8.0,16.1,0,0,0,0,0,0,0.4,0,0,0,1,0,1,1,0
7,46,2024,5,12,0,0,0,16.7,98.0,1.5,8.0,11.3,1,0,0,0,0,0,2.15,0,0,1,0,0,0,0,0
7,46,2024,6,11,2,0,0,16.7,78.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,0,1,0,0,0,0,0
7,46,2024,6,18,1,0,1,21.5,76.0,0.0,21.0,16.1,0,0,0,0,0,0,1.05,0,1,0,0,0,0,0,0
7,46,2024,7,18,0,0,1,25.5,80.0,0.0,17.0,16.1,0,0,0,1,0,0,0.85,0,1,0,0,0,0,0,0
7,46,2024,7,15,2,0,0,31.5,51.0,0.0,17.0,16.1,0,0,0,1,0,0,0.85,0,0,1,0,0,0,0,0
7,46,2024,8,13,6,1,0,20.8,64.0,0.0,39.0,16.1,0,0,0,0,0,1,1.95,0,0,1,0,0,0,0,0
7,46,2024,8,10,4,0,0,23.9,76.0,0.0,22.0,16.1,0,0,0,0,0,0,1.1,0,1,0,0,0,0,0,0
7,46,2024,8,13,6,1,0,26.0,72.0,0.0,15.0,16.1,0,0,0,1,0,0,0.75,0,0,1,0,0,0,0,0
7,46,2024,8,10,2,0,0,20.4,45.0,0.0,21.0,16.1,0,0,0,0,0,0,1.05,0,1,0,0,0,0,0,1
7,46,2024,8,13,6,1,0,24.2,70.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2024,8,19,6,1,0,22.1,82.0,0.0,15.0,16.1,0,0,0,0,0,0,0.75,0,0,1,0,0,0,0,0
7,46,2024,8,6,4,0,0,19.0,85.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,0,1,0,0,0,0,0
7,46,2024,9,19,1,0,0,18.4,65.0,0.0,0.0,16.1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0
7,46,2024,11,10,6,1,0,8.0,90.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2024,11,11,6,1,0,8.9,76.0,0.0,9.0,16.1,0,0,0,0,0,0,0.45,0,1,0,0,0,0,0,0
7,46,2024,11,13,0,0,0,14.5,46.0,0.0,18.0,16.1,0,0,0,0,0,0,0.9,0,0,0,1,0,0,0,1
7,46,2024,11,16,3,0,1,5.7,71.0,0.0,8.0,16.1,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0
7,46,2024,12,19,5,1,0,3.6,72.0,0.0,45.0,16.1,0,0,0,0,0,1,2.25,0,0,1,0,0,0,0,0
7,46,2024,12,20,5,1,0,4.0,71.0,0.0,50.0,16.1,0,0,0,0,0,1,2.5,0,1,0,0,0,1,0,0
7,46,2024,12,14,0,0,0,5.6,90.0,0.0,15.0,16.1,0,0,0,0,0,0,0.75,0,1,0,0,0,0,0,0
7,46,2024,12,13,3,0,0,0.5,76.0,0.0,18.0,16.1,0,0,0,0,0,0,0.9,0,1,0,0,0,0,0,0
7,46,2025,1,20,2,0,0,-7.6,67.0,0.0,37.0,9.7,0,0,1,0,0,1,2.85,0,0,1,0,0,0,0,0
7,46,2025,2,14,2,0,0,-7.4,68.0,0.0,9.0,16.1,0,0,1,0,0,0,1.45,0,1,0,0,0,0,0,0
7,46,2025,2,18,3,0,1,-8.0,63.0,0.0,18.0,16.1,0,0,1,0,0,0,1.9,0,0,1,0,0,0,0,0
7,46,2025,2,19,4,0,0,2.0,86.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,1,0,0,0,0,0
7,46,2025,3,7,6,1,1,-14.2,55.0,0.0,9.0,16.1,0,0,1,0,0,0,1.45,0,1,0,0,0,1,0,0
7,46,2025,3,20,4,0,0,0.6,59.0,0.0,26.0,16.1,0,0,0,0,0,0,1.3,0,1,0,0,0,0,0,0
7,46,2025,3,11,3,0,0,2.5,62.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,1,0,0,0,0,0,0
7,46,2025,3,20,6,1,0,5.9,80.0,0.0,18.0,16.1,0,0,0,0,0,0,0.9,0,0,1,0,0,0,0,1
7,46,2025,3,12,0,0,0,1.6,52.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,0,1,0,0,0,0
7,46,2025,3,11,6,1,0,-2.3,54.0,0.0,15.0,16.1,0,0,1,0,0,0,1.75,0,0,0,1,0,1,1,0
7,46,2025,4,16,1,0,1,4.5,32.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,1,0,0,1,1,0
7,46,2025,4,7,3,0,1,7.6,99.0,0.0,4.0,4.8,0,0,0,0,1,0,0.2,0,0,1,0,0,0,0,0
7,46,2025,4,9,6,1,1,3.4,55.0,0.0,18.0,16.1,0,0,0,0,0,0,0.9,0,0,1,0,0,0,0,0
7,46,2025,4,14,5,1,0,5.9,83.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2025,4,18,5,1,1,5.9,78.0,0.0,5.0,16.1,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,0
7,46,2025,5,8,5,1,1,10.2,72.0,0.0,24.0,16.1,0,0,0,0,0,0,1.2,0,0,0,1,0,1,1,0
7,46,2025,6,9,3,0,1,16.6,94.0,0.8,5.0,16.1,1,0,0,0,0,0,1.65,0,1,0,0,0,0,0,1
7,46,2025,6,13,2,0,0,23.0,90.0,3.8,4.0,11.3,1,0,0,0,0,0,3.1,0,0,1,0,0,0,0,0
7,46,2025,6,14,0,0,0,25.9,69.0,0.0,26.0,16.1,0,0,0,1,0,0,1.3,0,0,1,0,0,0,0,0
7,46,2025,7,12,4,0,0,20.0,53.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2025,7,13,4,0,0,25.8,80.0,0.0,11.0,16.1,0,0,0,1,0,0,0.55,0,0,1,0,0,0,0,0
7,46,2025,7,20,1,0,0,28.1,53.0,0.0,15.0,16.1,0,0,0,1,0,0,0.75,0,1,0,0,0,0,0,0
7,46,2025,8,19,5,1,0,23.0,71.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,0,1,0,0,0,0,0
7,46,2025,8,19,5,1,0,23.0,71.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,0,1,0,0,0,0,0
7,46,2025,8,21,6,1,0,22.1,70.0,0.0,4.0,16.1,0,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0
7,46,2025,8,20,3,0,0,23.1,79.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,0
7,46,2025,8,17,5,1,1,27.7,63.0,0.0,13.0,16.1,0,0,0,1,0,0,0.65,0,0,1,0,0,0,0,1
7,46,2025,8,7,4,0,1,19.7,85.0,0.0,4.0,16.1,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0
7,46,2025,8,19,5,1,0,24.0,75.0,0.0,22.0,16.1,0,0,0,0,0,0,1.1,0,1,0,0,0,0,0,0
7,46,2025,9,10,2,0,0,19.9,87.0,0.0,13.0,16.1,0,0,0,0,0,0,0.65,0,1,0,0,0,0,0,0
7,46,2025,10,11,4,0,0,10.5,59.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,1,0,0,0,0,0
7,46,2025,11,18,5,1,1,8.3,59.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2025,11,20,5,1,0,6.8,68.0,0.0,8.0,16.1,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0
7,46,2025,11,11,6,1,0,9.7,52.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,46,2025,12,18,0,0,1,-4.1,52.0,0.0,15.0,16.1,0,0,1,0,0,0,1.75,0,1,0,0,0,0,0,0
7,46,2025,12,13,5,1,0,-1.4,45.0,0.0,41.0,16.1,0,0,1,0,0,1,3.05,0,0,1,0,0,0,0,0
7,46,2025,12,18,5,1,1,-5.0,57.0,0.0,35.0,16.1,0,0,1,0,0,1,2.75,0,1,0,0,0,0,0,0
7,46,2026,1,16,2,0,1,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,0
7,46,2026,1,14,3,0,0,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,0
7,46,2026,2,21,3,0,0,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,0
7,46,2026,2,16,4,0,1,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,1
7,46,2026,3,20,2,0,0,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,0,1,0,0,0,0
7,46,2026,3,19,4,0,0,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,1,0,0,0,0,0
7,46,2026,4,6,6,1,0,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,1,0,0,1,0,0
7,46,2026,4,7,0,0,1,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,1,0,0,0,0,0
7,46,2026,4,19,0,0,0,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,1
7,46,2026,4,10,1,0,0,10.9,73.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,0
7,49,2025,10,10,1,0,0,16.1,79.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,1,0,0,0,0,1,1,0
7,53,2025,4,6,2,0,0,5.7,72.0,0.0,9.0,16.1,0,0,0,0,0,0,0.45,0,1,0,0,0,1,0,0
7,66,2023,1,16,2,0,1,3.0,96.0,0.8,48.0,9.7,1,0,0,0,0,1,3.8,0,0,1,0,0,0,0,0
7,66,2025,10,7,6,1,1,14.1,87.0,0.0,26.0,16.1,0,0,0,0,0,0,1.3,0,0,1,0,0,0,0,0
7,67,2024,12,22,1,0,0,-0.5,67.0,0.0,8.0,16.1,0,0,1,0,0,0,1.4,0,0,0,1,0,1,1,0
7,86,2022,1,20,6,1,0,-0.1,45.0,0.0,9.0,16.1,0,0,1,0,0,0,1.45,0,1,0,0,0,0,0,0
7,86,2022,1,21,6,1,0,-12.4,69.0,0.0,17.0,16.1,0,0,1,0,0,0,1.85,0,0,1,0,0,0,0,0
7,86,2022,8,14,1,0,0,23.4,75.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,86,2023,4,6,4,0,0,6.7,75.0,0.0,34.0,16.1,0,0,0,0,0,1,1.7,1,0,0,0,0,0,0,0
7,86,2023,7,10,2,0,0,21.6,68.0,0.0,15.0,16.1,0,0,0,0,0,0,0.75,0,0,0,0,1,0,0,0
7,86,2023,9,13,6,1,0,20.9,62.0,0.0,32.0,16.1,0,0,0,0,0,1,1.6,0,0,0,0,1,0,0,0
7,86,2023,9,13,0,0,0,21.7,52.0,0.0,18.0,16.1,0,0,0,0,0,0,0.9,0,0,0,1,0,0,0,0
7,86,2023,12,8,3,0,1,-0.1,59.0,0.0,15.0,16.1,0,0,1,0,0,0,1.75,0,1,0,0,0,0,0,0
7,86,2025,1,9,3,0,1,-4.6,70.0,0.0,21.0,16.1,0,0,1,0,0,0,2.05,0,0,0,1,0,0,0,0
7,86,2025,2,12,6,1,0,-0.2,74.0,0.0,28.0,16.1,0,0,1,0,0,0,2.4,0,1,0,0,0,0,0,0
7,86,2025,3,18,5,1,1,8.9,80.0,0.0,15.0,16.1,0,0,0,0,0,0,0.75,0,0,0,0,1,0,0,0
7,86,2025,8,15,5,1,0,28.6,56.0,0.0,13.0,16.1,0,0,0,1,0,0,0.65,0,0,0,0,1,0,0,0
7,101,2022,4,14,1,0,0,12.1,35.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,0,0,1,1,0,0
7,101,2024,1,14,0,0,0,3.2,75.0,0.0,15.0,16.1,0,0,0,0,0,0,0.75,0,0,0,0,1,0,0,0
7,101,2025,2,17,1,0,1,-5.5,60.0,0.0,17.0,16.1,0,0,1,0,0,0,1.85,0,1,0,0,0,0,0,0
7,101,2025,8,10,1,0,0,19.8,57.0,0.0,22.0,16.1,0,0,0,0,0,0,1.1,1,0,0,0,0,1,0,0
7,102,2022,2,9,3,0,1,4.7,98.0,1.8,22.0,6.4,1,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0
7,102,2022,2,20,3,0,0,-0.2,95.0,2.0,9.0,1.6,1,0,1,0,1,0,3.45,0,0,1,0,0,0,0,0
7,102,2022,3,15,3,0,0,9.1,70.0,0.0,34.0,16.1,0,0,0,0,0,1,1.7,0,0,1,0,0,0,0,0
7,102,2022,5,19,0,0,0,19.6,88.0,0.0,11.0,16.1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0
7,102,2022,6,12,1,0,0,25.3,64.0,0.0,11.0,16.1,0,0,0,1,0,0,0.55,0,1,0,0,0,0,0,0
7,102,2022,8,12,2,0,0,25.1,75.0,0.0,17.0,16.1,0,0,0,1,0,0,0.85,0,0,1,0,0,0,0,0
7,102,2022,9,21,5,1,0,21.6,86.0,0.0,21.0,16.1,0,0,0,0,0,0,1.05,0,0,1,0,0,0,0,0
7,102,2022,10,19,3,0,0,11.9,66.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,0,1,0,0,0,0,0
7,102,2022,11,17,0,0,1,3.5,45.0,0.0,18.0,16.1,0,0,0,0,0,0,0.9,0,1,0,0,0,0,0,0
7,102,2022,12,8,6,1,1,-0.5,93.0,0.5,11.0,0.8,1,0,1,0,1,0,2.8,0,1,0,0,0,0,0,1
7,102,2022,12,20,6,1,0,-0.6,76.0,0.0,8.0,16.1,0,0,1,0,0,0,1.4,0,1,0,0,0,0,0,0
7,102,2022,12,12,1,0,0,-0.6,48.0,0.0,9.0,16.1,0,0,1,0,0,0,1.45,0,1,0,0,0,0,0,0
7,102,2022,12,8,3,0,1,2.0,79.0,0.0,45.0,16.1,0,0,0,0,0,1,2.25,0,1,0,0,0,0,0,0
7,102,2022,12,11,0,0,0,-5.5,69.0,0.0,22.0,16.1,0,0,1,0,0,0,2.1,0,1,0,0,0,0,0,0
7,102,2023,3,7,1,0,1,2.8,73.0,0.0,18.0,16.1,0,0,0,0,0,0,0.9,0,1,0,0,0,0,0,0
7,102,2023,5,15,5,1,0,15.3,68.0,0.0,9.0,16.1,0,0,0,0,0,0,0.45,0,1,0,0,0,0,0,0
7,102,2023,6,10,1,0,0,20.5,50.0,0.0,26.0,16.1,0,0,0,0,0,0,1.3,0,0,1,0,0,0,0,0
7,102,2023,6,12,3,0,0,16.8,78.0,0.0,17.0,16.1,0,0,0,0,0,0,0.85,0,1,0,0,0,0,0,0
7,102,2023,7,13,0,0,0,25.2,66.0,0.0,17.0,16.1,0,0,0,1,0,0,0.85,0,1,0,0,0,0,0,0
